age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed,campaign [Binned] (equi-width),campaign [Binned](equi-depth),duration(min - max normalization),duration(z- score normalization),married(Binarization),divorced(Binarization),single(Binarization),unknown(Binarization),age_binned(Discretization)
45,blue-collar,married,professional.course,no,yes,no,cellular,aug,thu,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 1,Bin 1,0.02671251,-0.571667524,1,0,0,0,Mid-age
41,technician,divorced,university.degree,no,no,no,cellular,aug,thu,140,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 1,Bin 1,0.03596932,-0.443018991,0,1,0,0,Adult
32,technician,married,university.degree,no,no,no,cellular,aug,thu,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 1,Bin 1,0.039936525,-0.387883905,1,0,0,0,Adult
41,unemployed,divorced,university.degree,unknown,yes,no,cellular,aug,thu,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 1,Bin 1,0.031208675,-0.509181094,0,1,0,0,Adult
35,management,married,university.degree,no,yes,no,cellular,aug,thu,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 1,Bin 1,0.019042581,-0.678262024,1,0,0,0,Adult
39,admin.,married,university.degree,no,no,no,cellular,aug,thu,436,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 1,Bin 2,0.114255488,0.644980035,1,0,0,0,Adult
46,admin.,married,basic.9y,no,no,no,cellular,aug,thu,73,6,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 5,Bin 5,0.01824914,-0.689289041,1,0,0,0,Mid-age
47,management,married,university.degree,no,yes,no,cellular,aug,thu,20,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 1,Bin 1,0.004231685,-0.884099677,1,0,0,0,Mid-age
34,technician,single,professional.course,no,yes,yes,cellular,aug,thu,414,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 1,Bin 2,0.108436921,0.564115243,0,0,1,0,Adult
36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,117,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 1,Bin 1,0.029886273,-0.527559456,0,0,1,0,Adult
36,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,165,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 2,Bin 3,0.042581328,-0.351127181,1,0,0,0,Adult
42,admin.,married,university.degree,no,yes,no,cellular,aug,thu,162,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 4,Bin 5,0.041787887,-0.362154198,1,0,0,0,Adult
52,technician,single,professional.course,no,yes,no,cellular,aug,thu,365,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 4,Bin 5,0.095477387,0.384007296,0,0,1,0,Mid-age
39,admin.,married,university.degree,no,yes,no,cellular,aug,thu,217,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,Bin 2,Bin 3,0.056334303,-0.159992217,1,0,0,0,Adult
31,technician,single,professional.course,no,no,no,cellular,aug,fri,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,Bin 1,Bin 2,0.049986776,-0.248208354,0,0,1,0,Adult
45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,994,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,Bin 1,Bin 1,0.261835493,2.696005226,1,0,0,0,Mid-age
44,management,married,high.school,unknown,yes,no,cellular,aug,fri,41,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.009785771,-0.806910557,1,0,0,0,Adult
36,technician,married,professional.course,unknown,no,no,cellular,aug,fri,201,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.052102618,-0.218802975,1,0,0,0,Adult
29,technician,single,high.school,no,no,no,cellular,aug,fri,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.02644803,-0.575343197,0,0,1,0,Adult
46,admin.,married,professional.course,no,no,no,cellular,aug,fri,385,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.100766993,0.457520744,1,0,0,0,Mid-age
44,services,married,high.school,unknown,yes,yes,cellular,aug,fri,324,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.084633695,0.233304728,1,0,0,0,Adult
29,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.022216345,-0.634153955,0,0,1,0,Adult
47,admin.,married,basic.9y,no,no,no,cellular,aug,fri,177,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.045755091,-0.307019113,1,0,0,0,Mid-age
36,admin.,married,university.degree,no,yes,no,cellular,aug,fri,385,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.100766993,0.457520744,1,0,0,0,Adult
30,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,129,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 2,0.033060037,-0.483451387,0,1,0,0,Adult
51,admin.,married,university.degree,no,yes,no,cellular,aug,fri,51,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.012430574,-0.770153833,1,0,0,0,Mid-age
30,technician,single,professional.course,no,no,no,cellular,aug,fri,153,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 4,Bin 5,0.039407564,-0.39523525,0,0,1,0,Adult
38,technician,single,professional.course,no,yes,no,cellular,aug,fri,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.021951865,-0.637829627,0,0,1,0,Adult
34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.01772018,-0.696640385,1,0,0,0,Adult
49,housemaid,married,basic.4y,no,yes,no,cellular,aug,fri,448,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 4,Bin 5,0.117429252,0.689088104,1,0,0,0,Mid-age
50,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,733,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,Bin 2,Bin 3,0.192806136,1.736654734,1,0,0,0,Mid-age
57,retired,married,basic.9y,unknown,yes,no,cellular,aug,fri,189,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 2,Bin 3,0.048928855,-0.262911044,1,0,0,0,Mid-age
45,management,married,university.degree,no,yes,no,cellular,aug,fri,334,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 3,Bin 4,0.087278498,0.270061452,1,0,0,0,Mid-age
41,technician,divorced,university.degree,no,yes,yes,cellular,aug,fri,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 2,0.029621793,-0.531235128,0,1,0,0,Adult
33,technician,married,professional.course,no,no,no,cellular,aug,fri,45,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 2,Bin 3,0.010843692,-0.792207867,1,0,0,0,Adult
35,technician,single,professional.course,no,yes,no,cellular,aug,mon,120,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.030679714,-0.516532439,0,0,1,0,Adult
39,technician,single,high.school,no,no,no,cellular,aug,mon,177,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.045755091,-0.307019113,0,0,1,0,Adult
40,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.037027241,-0.428316301,0,1,0,0,Adult
56,unknown,married,basic.4y,no,yes,no,cellular,aug,mon,106,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.02697699,-0.567991852,1,0,0,0,Mid-age
56,admin.,married,university.degree,no,no,no,cellular,aug,mon,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.042581328,-0.351127181,1,0,0,0,Mid-age
36,technician,married,professional.course,no,yes,no,cellular,aug,mon,45,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.010843692,-0.792207867,1,0,0,0,Adult
44,admin.,married,high.school,no,no,no,cellular,aug,mon,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.032266596,-0.494478404,1,0,0,0,Adult
32,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.01772018,-0.696640385,1,0,0,0,Adult
44,admin.,married,high.school,no,yes,no,cellular,aug,mon,758,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,Bin 1,Bin 2,0.199418143,1.828546543,1,0,0,0,Adult
29,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.042316847,-0.354802854,1,0,0,0,Adult
31,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.039936525,-0.387883905,1,0,0,0,Adult
32,technician,single,high.school,no,no,no,cellular,aug,mon,111,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 4,Bin 5,0.028299392,-0.54961349,0,0,1,0,Adult
34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.01798466,-0.692964713,0,0,1,0,Adult
34,technician,married,professional.course,unknown,no,no,cellular,aug,mon,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.04496165,-0.31804613,1,0,0,0,Adult
39,technician,married,high.school,no,no,no,cellular,aug,mon,225,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.058450145,-0.130586838,1,0,0,0,Adult
36,admin.,married,university.degree,no,no,no,cellular,aug,mon,83,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.020893943,-0.652532317,1,0,0,0,Adult
39,management,married,university.degree,no,yes,no,cellular,aug,mon,230,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.059772547,-0.112208476,1,0,0,0,Adult
33,technician,single,high.school,no,yes,no,cellular,aug,mon,566,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.148637926,1.122817445,0,0,1,0,Adult
36,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,92,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.023274266,-0.619451265,1,0,0,0,Adult
42,technician,single,high.school,unknown,no,no,cellular,aug,mon,135,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.034646919,-0.461397353,0,0,1,0,Adult
49,blue-collar,married,basic.6y,no,no,no,cellular,aug,mon,383,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.100238032,0.450169399,1,0,0,0,Mid-age
52,technician,married,professional.course,no,yes,no,telephone,aug,mon,93,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.023538746,-0.615775593,1,0,0,0,Mid-age
46,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,mon,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.027770431,-0.556964835,1,0,0,0,Mid-age
29,technician,married,professional.course,no,yes,no,cellular,aug,mon,80,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.020100503,-0.663559334,1,0,0,0,Adult
46,blue-collar,married,basic.9y,no,no,yes,cellular,aug,mon,268,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.069822798,0.027467075,1,0,0,0,Mid-age
32,technician,married,university.degree,no,yes,no,cellular,aug,mon,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.040465485,-0.38053256,1,0,0,0,Adult
35,technician,single,university.degree,no,yes,no,cellular,aug,mon,217,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.056334303,-0.159992217,0,0,1,0,Adult
58,retired,married,professional.course,unknown,no,yes,cellular,aug,mon,85,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 4,Bin 5,0.021422904,-0.645180972,1,0,0,0,Mid-age
54,blue-collar,married,professional.course,unknown,yes,yes,cellular,aug,tue,226,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 5,Bin 5,0.058714626,-0.126911166,1,0,0,0,Mid-age
30,admin.,single,university.degree,no,no,no,cellular,aug,tue,52,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.012695054,-0.766478161,0,0,1,0,Adult
37,technician,single,professional.course,unknown,yes,no,cellular,aug,tue,971,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,Bin 1,Bin 1,0.255752446,2.611464762,0,0,1,0,Adult
51,entrepreneur,married,basic.4y,unknown,no,no,cellular,aug,tue,148,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 2,0.038085163,-0.413613612,1,0,0,0,Mid-age
33,technician,single,professional.course,no,yes,no,cellular,aug,tue,396,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,Bin 1,Bin 2,0.103676276,0.49795314,0,0,1,0,Adult
50,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.039936525,-0.387883905,1,0,0,0,Mid-age
45,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,tue,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.02644803,-0.575343197,1,0,0,0,Mid-age
30,admin.,single,university.degree,no,no,no,cellular,aug,tue,312,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 2,Bin 3,0.081459931,0.189196659,0,0,1,0,Adult
43,technician,married,professional.course,unknown,no,no,cellular,aug,tue,926,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,Bin 1,Bin 2,0.243850833,2.446059504,1,0,0,0,Adult
32,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,225,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 2,0.058450145,-0.130586838,0,1,0,0,Adult
35,management,married,university.degree,no,yes,no,cellular,aug,tue,284,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.074054483,0.086277833,1,0,0,0,Adult
35,technician,married,high.school,unknown,no,yes,cellular,aug,tue,306,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 1,0.079873049,0.167142625,1,0,0,0,Adult
46,services,married,university.degree,no,no,no,cellular,aug,tue,246,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 2,Bin 3,0.064004232,-0.053397718,1,0,0,0,Mid-age
44,management,married,basic.9y,no,yes,no,cellular,aug,tue,100,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 4,Bin 5,0.025390108,-0.590045886,1,0,0,0,Adult
31,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,145,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 6,Bin 6,0.037291722,-0.424640629,1,0,0,0,Adult
54,services,married,basic.4y,no,yes,no,cellular,aug,tue,50,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 3,Bin 4,0.012166094,-0.773829506,1,0,0,0,Mid-age
53,management,married,university.degree,no,no,no,cellular,aug,tue,864,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 2,Bin 3,0.227453055,2.218167816,1,0,0,0,Mid-age
41,technician,married,professional.course,no,yes,no,cellular,aug,tue,161,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,Bin 1,Bin 2,0.041523407,-0.365829871,1,0,0,0,Adult
60,services,married,basic.4y,no,yes,no,telephone,aug,wed,767,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 6,Bin 6,0.201798466,1.861627595,1,0,0,0,Mid-age
30,technician,married,professional.course,no,yes,no,cellular,aug,wed,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.019571542,-0.670910679,1,0,0,0,Adult
38,management,married,university.degree,no,no,no,cellular,aug,wed,157,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.040465485,-0.38053256,1,0,0,0,Adult
44,technician,divorced,professional.course,no,no,no,cellular,aug,wed,57,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.014017456,-0.748099799,0,1,0,0,Adult
42,admin.,married,university.degree,no,yes,no,cellular,aug,wed,334,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.087278498,0.270061452,1,0,0,0,Adult
34,admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.027770431,-0.556964835,0,1,0,0,Adult
41,admin.,married,university.degree,no,yes,no,cellular,aug,wed,206,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.05342502,-0.200424613,1,0,0,0,Adult
45,technician,married,professional.course,no,no,no,cellular,aug,wed,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.033853478,-0.47242437,1,0,0,0,Mid-age
54,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,403,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.105527638,0.523682847,1,0,0,0,Mid-age
39,management,married,high.school,no,no,no,cellular,aug,wed,271,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.070616239,0.038494092,1,0,0,0,Adult
59,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,145,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.037291722,-0.424640629,1,0,0,0,Mid-age
32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,141,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.036233801,-0.439343318,0,0,1,0,Adult
31,technician,married,university.degree,no,yes,yes,cellular,aug,wed,156,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 2,0.040201005,-0.384208233,1,0,0,0,Adult
49,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,342,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 1,Bin 1,0.08939434,0.299466831,1,0,0,0,Mid-age
29,technician,single,high.school,no,yes,no,cellular,aug,wed,212,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.055011902,-0.178370579,0,0,1,0,Adult
57,technician,single,university.degree,unknown,yes,no,cellular,aug,wed,107,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 6,Bin 6,0.027241471,-0.56431618,0,0,1,0,Mid-age
34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,67,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 2,Bin 3,0.016662259,-0.711343075,0,0,1,0,Adult
58,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,wed,740,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,Bin 3,Bin 4,0.194657498,1.76238444,1,0,0,0,Mid-age
55,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,thu,169,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 4,Bin 5,0.043639249,-0.336424492,1,0,0,0,Mid-age
36,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,125,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 1,0.032002116,-0.498154077,1,0,0,0,Adult
38,technician,married,professional.course,no,yes,no,cellular,aug,thu,98,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 1,0.024861148,-0.597397231,1,0,0,0,Adult
30,self-employed,married,university.degree,no,yes,yes,cellular,aug,thu,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 1,0.037291722,-0.424640629,1,0,0,0,Adult
31,admin.,single,university.degree,unknown,no,no,cellular,aug,thu,69,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 2,Bin 3,0.017191219,-0.70399173,0,0,1,0,Adult
49,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,503,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 1,0.131975668,0.891250085,1,0,0,0,Mid-age
30,admin.,married,university.degree,no,no,no,cellular,aug,thu,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 1,0.042581328,-0.351127181,1,0,0,0,Adult
41,admin.,divorced,university.degree,unknown,no,no,cellular,aug,thu,146,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 1,0.037556202,-0.420964957,0,1,0,0,Adult
56,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,366,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 1,0.095741867,0.387682968,1,0,0,0,Mid-age
51,blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,thu,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 1,0.033060037,-0.483451387,1,0,0,0,Mid-age
31,technician,married,professional.course,unknown,yes,yes,telephone,aug,thu,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 1,0.007140968,-0.843667281,1,0,0,0,Adult
47,blue-collar,married,unknown,unknown,no,no,telephone,aug,thu,753,13,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,Bin 11,Bin 6,0.198095742,1.810168182,1,0,0,0,Mid-age
31,technician,married,high.school,no,no,no,cellular,aug,thu,124,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 2,Bin 3,0.031737636,-0.501829749,1,0,0,0,Adult
53,entrepreneur,married,university.degree,unknown,no,yes,cellular,aug,thu,314,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,Bin 1,Bin 2,0.081988892,0.196548004,1,0,0,0,Mid-age
33,unemployed,divorced,professional.course,no,no,no,cellular,aug,mon,90,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 2,Bin 3,0.022745305,-0.62680261,0,1,0,0,Adult
54,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,180,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 1,Bin 2,0.046548532,-0.295992095,0,1,0,0,Mid-age
35,technician,married,professional.course,no,yes,yes,cellular,aug,mon,882,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,Bin 3,Bin 4,0.2322137,2.284329919,1,0,0,0,Adult
30,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,313,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 1,Bin 2,0.081724412,0.192872332,1,0,0,0,Adult
45,services,married,basic.6y,no,yes,yes,cellular,aug,mon,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 2,Bin 3,0.040465485,-0.38053256,1,0,0,0,Mid-age
32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,61,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 1,Bin 2,0.015075377,-0.733397109,0,0,1,0,Adult
37,technician,married,professional.course,no,yes,no,cellular,aug,mon,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 1,Bin 2,0.022480825,-0.630478283,1,0,0,0,Adult
49,unemployed,married,high.school,no,yes,no,cellular,aug,mon,119,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 3,Bin 4,0.030415234,-0.520208111,1,0,0,0,Mid-age
32,admin.,single,university.degree,no,no,no,cellular,aug,mon,515,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 2,Bin 3,0.135149431,0.935358154,0,0,1,0,Adult
35,technician,married,professional.course,no,yes,no,cellular,aug,mon,207,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 2,Bin 3,0.0536895,-0.196748941,1,0,0,0,Adult
29,admin.,married,high.school,no,no,no,cellular,aug,mon,128,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 1,Bin 2,0.032795557,-0.487127059,1,0,0,0,Adult
52,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,498,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 1,Bin 2,0.130653266,0.872871723,1,0,0,0,Mid-age
41,technician,married,high.school,no,no,no,cellular,aug,mon,697,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,Bin 1,Bin 2,0.183284845,1.604330528,1,0,0,0,Adult
41,technician,married,high.school,no,yes,yes,telephone,aug,mon,212,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 1,Bin 1,0.055011902,-0.178370579,1,0,0,0,Adult
42,technician,married,professional.course,no,yes,yes,cellular,aug,mon,223,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 1,Bin 2,0.057921185,-0.137938183,1,0,0,0,Adult
37,admin.,married,professional.course,unknown,no,no,cellular,aug,mon,392,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 1,Bin 1,0.102618355,0.48325045,1,0,0,0,Adult
34,technician,married,high.school,unknown,yes,no,cellular,aug,mon,48,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,Bin 4,Bin 5,0.011637133,-0.78118085,1,0,0,0,Adult
